sample_index,avg_pixel_intensity,label_byte_0,label_byte_1,label_byte_2,label_byte_3,label_byte_4,label_byte_5,label_byte_6,label_byte_7,label_byte_8,label_byte_9,label_byte_10,label_byte_11,label_byte_12,label_byte_13,label_byte_14,label_byte_15
2396,56.71875,2,3,3,3,3,2,3,3,3,2,1,1,3,3,1,1
2397,66.74169921875,3,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3
2398,40.244873046875,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3
2399,49.630615234375,2,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2
2400,155.65625,1,1,2,3,1,1,2,3,3,2,3,3,3,2,3,3
2401,101.060791015625,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2
2402,130.549072265625,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3
2403,224.486328125,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2
2404,215.19482421875,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3
2405,184.456298828125,1,1,3,3,1,1,2,3,3,3,1,1,3,3,1,1
2406,230.86669921875,2,2,3,2,3,2,2,2,3,2,2,3,3,3,2,2
2407,171.7998046875,3,2,2,2,2,3,2,2,3,3,3,2,3,3,3,3
2408,179.64697265625,1,1,1,1,1,1,1,1,3,2,3,2,3,3,3,3
2409,142.055419921875,1,1,2,2,1,1,2,2,2,3,3,2,3,3,2,3
2410,123.011962890625,1,1,2,2,1,1,2,2,3,3,3,3,3,3,3,3
2411,121.92041015625,2,2,1,1,2,2,1,1,3,2,1,1,2,2,1,1
2412,113.1923828125,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2413,90.078369140625,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3
2414,58.8203125,2,2,3,2,3,3,3,2,3,3,2,2,3,2,2,3
2415,33.978271484375,1,1,3,3,1,1,2,3,1,1,1,1,1,1,1,1
2416,29.041748046875,2,2,1,1,2,3,1,1,2,2,3,2,3,2,3,2
2417,28.3408203125,1,1,2,3,1,1,2,2,3,2,3,2,3,3,2,3
2418,28.853515625,3,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2
2419,33.417724609375,2,2,1,1,2,2,1,1,2,2,3,3,2,3,3,3
2420,21.03173828125,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2421,20.612060546875,1,1,1,1,1,1,1,1,3,2,2,2,3,3,2,2
2422,20.7392578125,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1
2423,20.576171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2424,68.60205078125,2,3,2,2,3,3,3,2,3,2,3,3,2,2,2,3
2425,101.7109375,1,1,2,2,1,1,2,3,2,3,3,2,3,3,3,2
2426,93.48876953125,2,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3
2427,106.263916015625,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3
2428,201.432373046875,1,1,3,2,1,1,3,2,3,3,3,3,3,3,3,3
2429,217.7158203125,3,2,3,3,2,2,3,3,2,3,1,1,3,3,1,1
2430,209.7939453125,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2
2431,193.97119140625,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2
2432,201.944580078125,2,2,3,3,2,2,2,2,3,3,3,3,2,3,2,3
2433,200.532958984375,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3
2434,203.757080078125,3,3,3,2,2,3,3,2,2,3,3,3,3,2,3,3
2435,203.753662109375,1,1,3,3,1,1,2,2,3,3,3,3,3,3,3,3
2436,139.77783203125,3,2,1,1,2,3,1,1,3,3,3,3,2,2,2,3
2437,113.287109375,2,2,2,3,3,2,2,3,3,3,3,3,3,2,3,3
2438,161.970458984375,2,2,1,1,3,3,1,1,3,2,1,1,3,3,1,1
2439,141.684814453125,2,2,2,2,3,3,2,3,1,1,1,1,1,1,1,1
2440,91.156494140625,2,2,1,1,2,2,1,1,2,3,3,3,2,3,3,3
2441,62.47119140625,1,1,3,2,1,1,2,3,1,1,3,2,1,1,2,2
2442,32.258056640625,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1
2443,50.311767578125,2,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2
2444,33.5693359375,2,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2
2445,30.780517578125,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
2446,38.12060546875,2,2,2,2,3,3,3,2,3,2,3,2,3,2,2,2
2447,25.3017578125,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2448,34.35791015625,3,3,3,3,2,2,3,3,1,1,3,3,1,1,2,3
2449,125.160400390625,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3
2450,102.216064453125,3,3,3,3,3,3,2,3,3,2,2,2,3,3,2,3
2451,68.697998046875,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3
2452,172.826171875,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3
2453,127.500244140625,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3
2454,131.02978515625,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3
2455,121.9072265625,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3
2456,165.452880859375,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3
2457,161.594970703125,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3
2458,162.842529296875,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2
2459,155.1669921875,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
2460,166.689208984375,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3
2461,156.411376953125,3,2,2,3,3,3,3,3,2,3,1,1,3,2,1,1
2462,157.2529296875,1,1,3,3,1,1,2,3,3,3,3,3,3,3,3,3
2463,165.976318359375,2,3,1,1,3,2,1,1,2,3,2,2,2,3,2,2
2464,128.30712890625,3,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2
2465,72.8427734375,2,2,2,2,3,2,2,3,3,3,2,2,2,2,3,2
2466,44.08544921875,2,2,2,2,3,2,2,2,3,2,2,3,2,3,2,2
2467,34.63916015625,3,3,1,1,3,3,1,1,3,3,2,3,3,2,2,3
2468,51.927734375,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,3
2469,40.546875,2,3,2,2,3,2,3,2,2,3,1,1,3,2,1,1
2470,39.632080078125,2,2,2,2,2,2,2,3,1,1,3,2,1,1,3,2
2471,33.819580078125,2,2,1,1,3,3,1,1,2,3,1,1,2,2,1,1
2472,23.01806640625,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,3
2473,30.056640625,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2
2474,92.642333984375,2,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3
2475,103.9677734375,1,1,3,3,1,1,3,3,2,2,3,2,3,3,2,2
2476,72.1435546875,3,3,3,3,3,3,3,3,1,1,3,3,1,1,2,2
2477,130.123046875,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2478,133.2705078125,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2
2479,107.671875,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2480,120.833740234375,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3
2481,219.678955078125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2482,103.335693359375,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3
2483,137.93017578125,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2484,140.403564453125,1,1,3,3,1,1,3,3,3,3,3,3,2,3,3,3
2485,150.648681640625,1,1,1,1,1,1,1,1,3,2,1,1,3,3,1,1
2486,165.129638671875,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,2
2487,157.080078125,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3
2488,74.474365234375,2,2,3,2,3,2,2,2,3,2,3,3,3,2,3,3
2489,61.341064453125,2,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3
2490,42.656494140625,3,3,2,3,3,2,2,3,2,2,1,1,3,3,1,1
2491,35.869140625,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3
2492,38.265380859375,2,3,2,3,3,3,2,2,3,2,1,1,2,2,1,1
2493,24.572998046875,2,2,1,1,3,2,1,1,2,2,1,1,2,2,1,1
2494,24.9033203125,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2495,25.178955078125,1,1,2,3,1,1,2,2,2,2,1,1,2,2,1,1
2496,158.039306640625,1,1,2,2,1,1,2,3,2,2,3,2,2,2,3,2
2497,158.326416015625,3,2,3,2,2,3,3,3,3,2,3,3,2,3,3,3
2498,140.561279296875,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2
2499,182.38916015625,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3
2500,120.36474609375,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2
2501,94.07373046875,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2502,64.59033203125,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3
2503,125.74560546875,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2504,207.328857421875,3,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2
2505,179.65087890625,2,3,2,3,2,2,3,2,2,2,1,1,2,2,1,1
2506,140.693603515625,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2
2507,113.474609375,2,3,3,2,2,3,3,3,3,3,3,3,2,2,2,3
2508,67.343994140625,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
2509,72.375,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3
2510,158.923828125,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3
2511,123.08349609375,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3
2512,178.197509765625,1,1,3,3,1,1,2,3,3,3,3,3,3,3,3,2
2513,53.55712890625,3,3,1,1,3,3,1,1,3,3,2,2,2,2,2,3
2514,60.30322265625,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2
2515,49.535400390625,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3
2516,47.859619140625,2,2,2,2,3,2,3,2,2,3,3,2,3,3,3,2
2517,20.941162109375,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1
2518,20.923095703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,24.30126953125,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1
2520,192.389404296875,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2521,210.711181640625,2,3,2,3,2,3,3,2,2,2,2,3,2,3,3,2
2522,201.28125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2523,195.731201171875,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2524,194.967529296875,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3
2525,111.342529296875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2526,74.29833984375,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2
2527,86.18408203125,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
2528,194.5654296875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2529,118.71826171875,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
2530,121.538818359375,2,2,2,2,3,3,3,2,3,2,2,3,3,3,2,3
2531,142.8701171875,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3
2532,100.8212890625,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3
2533,94.485107421875,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2
2534,111.389892578125,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,2
2535,68.396484375,3,3,3,3,3,3,3,3,1,1,3,3,1,1,3,3
2536,50.237060546875,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3
2537,39.009765625,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
2538,60.73974609375,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3
2539,141.72509765625,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2
2540,56.23193359375,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2
2541,19.204345703125,2,2,2,2,2,2,2,3,1,1,2,2,1,1,2,2
2542,22.5322265625,2,3,3,3,3,3,3,2,2,2,1,1,2,2,1,1
2543,20.742919921875,3,2,2,2,2,2,2,3,1,1,2,3,1,1,2,2
2544,180.06689453125,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1
2545,216.714599609375,2,3,2,2,2,3,2,2,1,1,3,3,1,1,2,2
2546,193.31103515625,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3
2547,155.229736328125,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3
2548,182.327880859375,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3
2549,115.921875,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2
2550,82.66552734375,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3
2551,52.244873046875,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3
2552,122.24951171875,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2553,126.5341796875,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
2554,84.76904296875,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3
2555,89.099365234375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2556,87.222900390625,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3
2557,86.884765625,3,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3
2558,58.021240234375,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,3
2559,102.1298828125,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2
2560,46.58203125,2,2,2,3,3,3,3,3,3,3,1,1,2,2,1,1
2561,23.1611328125,3,2,2,2,2,2,3,3,2,2,1,1,2,2,1,1
2562,37.842529296875,2,2,3,3,2,2,2,3,2,2,1,1,2,2,1,1
2563,78.994873046875,3,3,3,3,3,3,2,3,3,2,1,1,2,2,1,1
2564,27.3466796875,2,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1
2565,19.5537109375,2,2,2,2,2,3,3,3,1,1,2,2,1,1,2,2
2566,20.279296875,2,2,2,2,2,3,3,3,1,1,3,3,1,1,2,3
2567,19.19189453125,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2
2568,184.3251953125,2,2,1,1,2,3,1,1,2,3,1,1,2,3,1,1
2569,222.67333984375,2,2,2,2,2,2,2,2,2,3,1,1,2,2,1,1
2570,212.3955078125,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,2
2571,104.9775390625,2,3,3,2,2,3,2,2,3,3,3,2,3,2,3,2
2572,151.0048828125,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2
2573,165.631103515625,3,3,3,3,2,3,3,3,2,3,2,3,2,2,2,3
2574,149.36083984375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2575,86.263671875,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2
2576,105.247802734375,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3
2577,131.837158203125,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2
2578,203.513671875,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3
2579,79.7529296875,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3
2580,43.395263671875,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3
2581,78.57763671875,2,3,2,3,2,2,2,3,1,1,1,1,1,1,1,1
2582,88.536865234375,3,2,3,3,2,3,3,2,3,3,1,1,3,3,1,1
2583,160.6845703125,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2
2584,76.57861328125,2,2,1,1,2,3,1,1,2,3,1,1,2,3,1,1
2585,25.00146484375,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1
2586,24.767578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,22.63330078125,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2
2588,20.897705078125,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1
2589,21.0859375,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
2590,25.00048828125,1,1,2,2,1,1,3,3,1,1,2,2,1,1,2,2
2591,44.6552734375,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3
2592,188.35400390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2593,228.37060546875,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1
2594,217.142822265625,3,2,3,3,3,3,3,3,1,1,3,3,1,1,3,2
2595,114.53369140625,3,3,1,1,3,3,1,1,3,2,3,3,3,2,2,3
2596,153.934326171875,2,2,2,2,2,3,2,3,3,3,1,1,3,3,1,1
2597,127.215087890625,2,2,2,2,3,2,2,3,3,3,2,3,3,3,2,3
2598,120.87646484375,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3
2599,83.960205078125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2600,94.53515625,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2601,134.1064453125,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2
2602,215.760498046875,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
2603,83.68310546875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2604,60.349853515625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2605,60.52783203125,3,2,1,1,3,3,1,1,3,3,3,2,3,2,3,3
2606,110.268798828125,2,3,3,2,2,3,2,2,2,3,2,2,3,3,2,2
2607,158.988037109375,3,2,3,2,2,2,2,3,3,2,2,2,3,3,3,2
2608,110.50146484375,2,2,3,2,2,3,3,2,2,3,3,3,3,2,3,2
2609,70.2392578125,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2
2610,49.850341796875,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3
2611,37.52587890625,1,1,2,2,1,1,2,2,2,2,3,2,3,3,3,2
2612,21.7275390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,20.788330078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2614,24.724609375,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,3
2615,70.35205078125,3,3,2,3,3,3,2,3,1,1,3,3,1,1,3,3
2616,193.984130859375,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1
2617,230.1162109375,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2
2618,220.540283203125,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3
2619,137.223388671875,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3
2620,171.03955078125,3,3,3,2,2,3,3,2,2,3,3,3,3,2,2,2
2621,150.214599609375,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3
2622,132.66357421875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2623,61.248046875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2624,86.7255859375,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
2625,154.935546875,3,3,2,3,3,2,3,2,3,2,3,2,3,3,3,2
2626,227.6875,3,2,2,3,2,3,2,2,2,3,2,2,3,3,3,3
2627,68.88525390625,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3
2628,76.082275390625,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
2629,76.55517578125,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2
2630,114.446044921875,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3
2631,159.780517578125,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3
2632,166.46923828125,2,2,3,2,3,2,3,2,3,3,1,1,2,3,1,1
2633,112.121826171875,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3
2634,83.8779296875,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3
2635,57.79541015625,3,2,2,3,3,3,2,2,3,2,3,2,3,2,3,3
2636,21.3037109375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2637,20.712890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,21.105712890625,1,1,2,3,1,1,2,2,2,2,1,1,2,2,1,1
2639,45.147705078125,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2
2640,199.31494140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2641,235.16796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2642,221.968994140625,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3
2643,167.867919921875,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,2
2644,179.219482421875,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,3
2645,138.4423828125,2,3,3,3,3,2,2,3,2,2,3,3,2,2,3,3
2646,167.788330078125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2647,108.061279296875,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2648,72.234130859375,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2649,158.02099609375,3,2,3,2,3,2,3,2,3,3,3,2,3,3,3,2
2650,178.96923828125,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
2651,73.041259765625,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,1
2652,51.44140625,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2
2653,55.940185546875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2654,107.747802734375,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3
2655,158.159912109375,3,3,3,3,3,2,2,3,1,1,2,3,1,1,2,3
2656,172.431396484375,2,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3
2657,144.37890625,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3
2658,101.410400390625,3,2,3,3,2,3,2,3,2,3,2,2,3,3,3,2
2659,73.574951171875,3,2,2,2,3,3,3,2,2,3,3,3,2,3,2,2
2660,23.1591796875,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1
2661,22.326904296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2662,21.71923828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,29.23193359375,2,2,1,1,2,3,1,1,3,3,2,3,3,3,2,3
2664,201.005615234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,229.30712890625,1,1,2,2,1,1,3,3,2,2,2,3,3,2,2,2
2666,207.67578125,3,3,2,2,3,2,2,3,3,3,3,3,2,2,3,2
2667,164.130615234375,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2
2668,182.051513671875,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3
2669,145.879150390625,2,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3
2670,150.630859375,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3
2671,77.0791015625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2672,64.00634765625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2673,165.089111328125,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2
2674,112.236572265625,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2
2675,41.44482421875,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2
2676,69.53125,3,3,3,3,3,3,2,2,3,2,2,2,3,2,3,2
2677,53.281494140625,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3
2678,93.808349609375,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3
2679,165.001220703125,2,3,2,3,3,3,3,2,1,1,2,2,1,1,3,2
2680,149.982177734375,2,2,3,3,2,2,3,3,2,3,3,2,2,3,3,2
2681,33.589599609375,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2
2682,33.443603515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2683,31.52978515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2684,27.687744140625,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
2685,25.385498046875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2686,22.68359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,35.735107421875,3,3,3,2,2,2,3,2,2,2,1,1,2,2,1,1
2688,196.403564453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2689,214.43017578125,2,2,1,1,2,2,1,1,2,2,2,2,2,3,3,3
2690,210.10693359375,2,2,3,2,2,2,3,2,3,2,3,3,3,2,3,3
2691,160.9296875,3,2,2,2,3,3,3,2,3,3,2,2,3,3,3,2
2692,182.880859375,3,2,2,3,2,3,2,3,2,3,2,2,3,3,2,3
2693,146.2529296875,1,1,3,3,1,1,3,3,2,3,3,3,3,3,3,3
2694,138.61376953125,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3
2695,85.70068359375,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
2696,68.1279296875,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2697,164.607421875,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3
2698,102.9951171875,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3
2699,31.44189453125,1,1,1,1,1,1,1,1,3,2,3,3,3,2,2,3
2700,101.74365234375,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3
2701,97.652099609375,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2702,96.6083984375,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2
2703,173.9921875,2,2,2,3,3,2,3,3,2,2,2,3,3,2,3,3
2704,152.436279296875,3,2,2,3,2,3,2,3,3,3,1,1,3,3,1,1
2705,30.14892578125,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1
2706,30.18701171875,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1
2707,29.671630859375,2,2,3,3,3,2,2,2,1,1,1,1,1,1,1,1
2708,26.52001953125,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2
2709,24.336181640625,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2710,22.75390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2711,35.12744140625,2,3,3,3,2,3,3,2,2,3,1,1,2,3,1,1
2712,184.80712890625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2713,139.934326171875,2,3,1,1,2,2,1,1,2,2,3,2,3,3,2,2
2714,131.975341796875,1,1,3,3,1,1,2,3,1,1,2,3,1,1,3,3
2715,141.833984375,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2
2716,200.60888671875,3,3,2,3,3,3,3,2,3,3,2,3,2,3,2,3
2717,236.45068359375,1,1,3,3,1,1,3,2,2,3,3,3,3,3,2,3
2718,124.098876953125,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3
2719,185.47021484375,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
2720,138.194091796875,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
2721,101.963134765625,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3
2722,151.141845703125,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3
2723,79.432373046875,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3
2724,159.43603515625,3,3,2,3,3,2,3,2,3,2,2,3,3,3,2,3
2725,224.951171875,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2
2726,172.203125,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3
